OrderID,SKU,Date,Units_Sold,Store_ID
4114,SKU047,2025-01-09,4,S01
4115,SKU047,2025-01-09,33,S02
4116,SKU047,2025-01-09,13,S03
4117,SKU047,2025-01-09,25,S04
4118,SKU047,2025-01-09,4,S05
4119,SKU048,2025-01-09,8,S01
4120,SKU048,2025-01-09,34,S02
4121,SKU048,2025-01-09,16,S03
4122,SKU048,2025-01-09,34,S04
4123,SKU048,2025-01-09,19,S05
4124,SKU049,2025-01-09,1,S01
4125,SKU049,2025-01-09,28,S02
4126,SKU049,2025-01-09,14,S03
4127,SKU049,2025-01-09,26,S04
4128,SKU049,2025-01-09,20,S05
4129,SKU050,2025-01-09,4,S01
4130,SKU050,2025-01-09,21,S02
4131,SKU050,2025-01-09,41,S03
4132,SKU050,2025-01-09,24,S04
4133,SKU050,2025-01-09,19,S05
4134,SKU051,2025-01-09,30,S01
4135,SKU051,2025-01-09,22,S02
4136,SKU051,2025-01-09,22,S03
4137,SKU051,2025-01-09,9,S04
4138,SKU051,2025-01-09,22,S05
4139,SKU052,2025-01-09,30,S01
4140,SKU052,2025-01-09,11,S02
4141,SKU052,2025-01-09,34,S03
4142,SKU052,2025-01-09,19,S04
4143,SKU052,2025-01-09,11,S05
4144,SKU053,2025-01-09,29,S01
4145,SKU053,2025-01-09,17,S02
4146,SKU053,2025-01-09,27,S03
4147,SKU053,2025-01-09,17,S04
4148,SKU053,2025-01-09,19,S05
4149,SKU054,2025-01-09,24,S01
4150,SKU054,2025-01-09,22,S02
4151,SKU054,2025-01-09,8,S04
4152,SKU054,2025-01-09,29,S05
4153,SKU055,2025-01-09,18,S01
4154,SKU055,2025-01-09,14,S02
4155,SKU055,2025-01-09,6,S03
4156,SKU055,2025-01-09,9,S04
4157,SKU056,2025-01-09,18,S01
4158,SKU056,2025-01-09,14,S02
4159,SKU056,2025-01-09,10,S03
4160,SKU056,2025-01-09,19,S04
4161,SKU056,2025-01-09,23,S05
4162,SKU057,2025-01-09,40,S01
4163,SKU057,2025-01-09,4,S02
4164,SKU057,2025-01-09,31,S03
4165,SKU057,2025-01-09,29,S04
4166,SKU057,2025-01-09,12,S05
4167,SKU058,2025-01-09,22,S01
4168,SKU058,2025-01-09,15,S02
4169,SKU058,2025-01-09,21,S03
4170,SKU058,2025-01-09,35,S04
4171,SKU058,2025-01-09,26,S05
4172,SKU059,2025-01-09,25,S01
4173,SKU059,2025-01-09,15,S02
4174,SKU059,2025-01-09,5,S03
4175,SKU059,2025-01-09,17,S04
4176,SKU059,2025-01-09,32,S05
4177,SKU060,2025-01-09,4,S01
4178,SKU060,2025-01-09,9,S02
4179,SKU060,2025-01-09,21,S03
4180,SKU060,2025-01-09,10,S04
4181,SKU060,2025-01-09,12,S05
4182,SKU061,2025-01-09,15,S01
4183,SKU061,2025-01-09,6,S02
4184,SKU061,2025-01-09,10,S03
4185,SKU061,2025-01-09,27,S04
4186,SKU061,2025-01-09,6,S05
4187,SKU062,2025-01-09,4,S01
4188,SKU062,2025-01-09,13,S02
4189,SKU062,2025-01-09,27,S03
4190,SKU062,2025-01-09,18,S04
4191,SKU062,2025-01-09,15,S05
4192,SKU063,2025-01-09,20,S01
4193,SKU063,2025-01-09,2,S02
4194,SKU063,2025-01-09,24,S03
4195,SKU063,2025-01-09,23,S04
4196,SKU063,2025-01-09,15,S05
4197,SKU064,2025-01-09,30,S01
4198,SKU064,2025-01-09,8,S02
4199,SKU064,2025-01-09,31,S03
4200,SKU064,2025-01-09,21,S04
4201,SKU064,2025-01-09,16,S05
4202,SKU065,2025-01-09,19,S01
4203,SKU065,2025-01-09,18,S02
4204,SKU065,2025-01-09,32,S03
4205,SKU065,2025-01-09,9,S04
4206,SKU065,2025-01-09,12,S05
4207,SKU066,2025-01-09,30,S01
4208,SKU066,2025-01-09,14,S02
4209,SKU066,2025-01-09,29,S03
4210,SKU066,2025-01-09,36,S04
4211,SKU066,2025-01-09,15,S05
4212,SKU067,2025-01-09,26,S01
4213,SKU067,2025-01-09,8,S02
4214,SKU067,2025-01-09,27,S03
4215,SKU067,2025-01-09,21,S04
4216,SKU067,2025-01-09,24,S05
4217,SKU068,2025-01-09,13,S01
4218,SKU068,2025-01-09,3,S02
4219,SKU068,2025-01-09,25,S03
4220,SKU068,2025-01-09,16,S05
4221,SKU069,2025-01-09,29,S01
4222,SKU069,2025-01-09,21,S02
4223,SKU069,2025-01-09,39,S03
4224,SKU069,2025-01-09,30,S04
4225,SKU069,2025-01-09,13,S05
4226,SKU070,2025-01-09,20,S01
4227,SKU070,2025-01-09,19,S02
4228,SKU070,2025-01-09,4,S03
4229,SKU070,2025-01-09,10,S04
4230,SKU070,2025-01-09,14,S05
4231,SKU071,2025-01-09,20,S02
4232,SKU071,2025-01-09,17,S03
4233,SKU071,2025-01-09,3,S04
4234,SKU071,2025-01-09,24,S05
4235,SKU072,2025-01-09,27,S01
4236,SKU072,2025-01-09,22,S02
4237,SKU072,2025-01-09,16,S03
4238,SKU072,2025-01-09,25,S04
4239,SKU072,2025-01-09,26,S05
4240,SKU073,2025-01-09,23,S01
4241,SKU073,2025-01-09,11,S02
4242,SKU073,2025-01-09,22,S03
4243,SKU073,2025-01-09,31,S04
4244,SKU073,2025-01-09,14,S05
4245,SKU074,2025-01-09,40,S01
4246,SKU074,2025-01-09,14,S02
4247,SKU074,2025-01-09,20,S03
4248,SKU074,2025-01-09,13,S04
4249,SKU074,2025-01-09,22,S05
4250,SKU075,2025-01-09,2,S01
4251,SKU075,2025-01-09,14,S02
4252,SKU075,2025-01-09,9,S03
4253,SKU075,2025-01-09,21,S04
4254,SKU075,2025-01-09,29,S05
4255,SKU076,2025-01-09,26,S01
4256,SKU076,2025-01-09,40,S03
4257,SKU076,2025-01-09,22,S04
4258,SKU076,2025-01-09,12,S05
4259,SKU077,2025-01-09,21,S01
4260,SKU077,2025-01-09,21,S02
4261,SKU077,2025-01-09,13,S03
4262,SKU077,2025-01-09,21,S04
4263,SKU077,2025-01-09,13,S05
4264,SKU078,2025-01-09,15,S01
4265,SKU078,2025-01-09,13,S02
4266,SKU078,2025-01-09,5,S03
4267,SKU078,2025-01-09,21,S04
4268,SKU078,2025-01-09,25,S05
4269,SKU079,2025-01-09,25,S01
4270,SKU079,2025-01-09,28,S02
4271,SKU079,2025-01-09,23,S03
4272,SKU079,2025-01-09,14,S04
4273,SKU079,2025-01-09,28,S05
4274,SKU080,2025-01-09,6,S01
4275,SKU080,2025-01-09,10,S02
4276,SKU080,2025-01-09,10,S03
4277,SKU080,2025-01-09,30,S04
4278,SKU080,2025-01-09,29,S05
4279,SKU081,2025-01-09,24,S01
4280,SKU081,2025-01-09,30,S02
4281,SKU081,2025-01-09,11,S03
4282,SKU081,2025-01-09,23,S04
4283,SKU081,2025-01-09,18,S05
4284,SKU082,2025-01-09,28,S01
4285,SKU082,2025-01-09,18,S02
4286,SKU082,2025-01-09,16,S03
4287,SKU082,2025-01-09,25,S04
4288,SKU082,2025-01-09,28,S05
4289,SKU083,2025-01-09,13,S01
4290,SKU083,2025-01-09,19,S02
4291,SKU083,2025-01-09,9,S03
4292,SKU083,2025-01-09,22,S05
4293,SKU084,2025-01-09,26,S01
4294,SKU084,2025-01-09,22,S02
4295,SKU084,2025-01-09,16,S04
4296,SKU085,2025-01-09,33,S01
4297,SKU085,2025-01-09,9,S02
4298,SKU085,2025-01-09,32,S03
4299,SKU085,2025-01-09,29,S04
4300,SKU085,2025-01-09,10,S05
4301,SKU086,2025-01-09,8,S01
4302,SKU086,2025-01-09,23,S02
4303,SKU086,2025-01-09,11,S03
4304,SKU086,2025-01-09,21,S04
4305,SKU086,2025-01-09,15,S05
4306,SKU087,2025-01-09,2,S01
4307,SKU087,2025-01-09,22,S03
4308,SKU087,2025-01-09,14,S04
4309,SKU087,2025-01-09,14,S05
4310,SKU088,2025-01-09,26,S01
4311,SKU088,2025-01-09,31,S02
4312,SKU088,2025-01-09,17,S03
4313,SKU088,2025-01-09,16,S04
4314,SKU088,2025-01-09,25,S05
4315,SKU089,2025-01-09,6,S01
4316,SKU089,2025-01-09,22,S02
4317,SKU089,2025-01-09,25,S03
4318,SKU089,2025-01-09,26,S04
4319,SKU090,2025-01-09,12,S01
4320,SKU090,2025-01-09,11,S02
4321,SKU090,2025-01-09,20,S03
4322,SKU090,2025-01-09,24,S04
4323,SKU090,2025-01-09,34,S05
4324,SKU091,2025-01-09,15,S01
4325,SKU091,2025-01-09,15,S02
4326,SKU091,2025-01-09,31,S03
4327,SKU091,2025-01-09,22,S04
4328,SKU091,2025-01-09,32,S05
4329,SKU092,2025-01-09,22,S01
4330,SKU092,2025-01-09,8,S02
4331,SKU092,2025-01-09,6,S03
4332,SKU092,2025-01-09,4,S04
4333,SKU092,2025-01-09,26,S05
4334,SKU093,2025-01-09,31,S01
4335,SKU093,2025-01-09,38,S02
4336,SKU093,2025-01-09,28,S03
4337,SKU093,2025-01-09,31,S04
4338,SKU093,2025-01-09,14,S05
4339,SKU094,2025-01-09,8,S01
4340,SKU094,2025-01-09,28,S02
4341,SKU094,2025-01-09,24,S03
4342,SKU094,2025-01-09,21,S04
4343,SKU094,2025-01-09,23,S05
4344,SKU095,2025-01-09,23,S01
4345,SKU095,2025-01-09,32,S02
4346,SKU095,2025-01-09,32,S03
4347,SKU095,2025-01-09,25,S04
4348,SKU095,2025-01-09,28,S05
4349,SKU096,2025-01-09,25,S01
4350,SKU096,2025-01-09,15,S02
4351,SKU096,2025-01-09,27,S03
4352,SKU096,2025-01-09,6,S04
4353,SKU096,2025-01-09,30,S05
4354,SKU097,2025-01-09,8,S01
4355,SKU097,2025-01-09,22,S02
4356,SKU097,2025-01-09,11,S03
4357,SKU097,2025-01-09,25,S04
4358,SKU097,2025-01-09,19,S05
4359,SKU098,2025-01-09,4,S01
4360,SKU098,2025-01-09,24,S02
4361,SKU098,2025-01-09,14,S03
4362,SKU098,2025-01-09,28,S04
4363,SKU098,2025-01-09,20,S05
4364,SKU099,2025-01-09,23,S01
4365,SKU099,2025-01-09,10,S02
4366,SKU099,2025-01-09,14,S03
4367,SKU099,2025-01-09,15,S04
4368,SKU099,2025-01-09,28,S05
4369,SKU100,2025-01-09,36,S01
4370,SKU100,2025-01-09,11,S02
4371,SKU100,2025-01-09,30,S03
4372,SKU100,2025-01-09,8,S05
4373,SKU001,2025-01-10,10,S01
4374,SKU001,2025-01-10,6,S02
4375,SKU001,2025-01-10,4,S03
4376,SKU001,2025-01-10,24,S04
4377,SKU001,2025-01-10,17,S05
4378,SKU002,2025-01-10,23,S01
4379,SKU002,2025-01-10,26,S02
4380,SKU002,2025-01-10,22,S03
4381,SKU002,2025-01-10,26,S04
4382,SKU002,2025-01-10,19,S05
4383,SKU003,2025-01-10,8,S01
4384,SKU003,2025-01-10,30,S02
4385,SKU003,2025-01-10,14,S03
4386,SKU003,2025-01-10,10,S04
4387,SKU003,2025-01-10,18,S05
4388,SKU004,2025-01-10,10,S01
4389,SKU004,2025-01-10,15,S02
4390,SKU004,2025-01-10,23,S03
4391,SKU004,2025-01-10,23,S04
4392,SKU004,2025-01-10,11,S05
4393,SKU005,2025-01-10,15,S01
4394,SKU005,2025-01-10,30,S02
4395,SKU005,2025-01-10,24,S03
4396,SKU005,2025-01-10,40,S04
4397,SKU005,2025-01-10,31,S05
4398,SKU006,2025-01-10,31,S01
4399,SKU006,2025-01-10,6,S02
4400,SKU006,2025-01-10,27,S03
4401,SKU006,2025-01-10,19,S04
4402,SKU006,2025-01-10,14,S05
4403,SKU007,2025-01-10,21,S01
4404,SKU007,2025-01-10,29,S02
4405,SKU007,2025-01-10,25,S03
4406,SKU007,2025-01-10,11,S04
4407,SKU007,2025-01-10,27,S05
4408,SKU008,2025-01-10,13,S01
4409,SKU008,2025-01-10,22,S02
4410,SKU008,2025-01-10,16,S03
4411,SKU008,2025-01-10,17,S04
4412,SKU008,2025-01-10,27,S05
4413,SKU009,2025-01-10,9,S01
4414,SKU009,2025-01-10,39,S02
4415,SKU009,2025-01-10,1,S03
4416,SKU009,2025-01-10,14,S04
4417,SKU009,2025-01-10,23,S05
4418,SKU010,2025-01-10,25,S01
4419,SKU010,2025-01-10,18,S02
4420,SKU010,2025-01-10,19,S03
4421,SKU010,2025-01-10,24,S04
4422,SKU010,2025-01-10,17,S05
4423,SKU011,2025-01-10,33,S01
4424,SKU011,2025-01-10,28,S02
4425,SKU011,2025-01-10,28,S03
4426,SKU011,2025-01-10,10,S04
4427,SKU011,2025-01-10,19,S05
4428,SKU012,2025-01-10,16,S01
4429,SKU012,2025-01-10,9,S02
4430,SKU012,2025-01-10,23,S03
4431,SKU012,2025-01-10,14,S04
4432,SKU012,2025-01-10,26,S05
4433,SKU013,2025-01-10,9,S01
4434,SKU013,2025-01-10,37,S02
4435,SKU013,2025-01-10,11,S03
4436,SKU013,2025-01-10,22,S04
4437,SKU013,2025-01-10,27,S05
4438,SKU014,2025-01-10,14,S01
4439,SKU014,2025-01-10,28,S02
4440,SKU014,2025-01-10,7,S03
4441,SKU014,2025-01-10,34,S04
4442,SKU014,2025-01-10,20,S05
4443,SKU015,2025-01-10,14,S01
4444,SKU015,2025-01-10,17,S02
4445,SKU015,2025-01-10,28,S03
4446,SKU015,2025-01-10,14,S04
4447,SKU015,2025-01-10,12,S05
4448,SKU016,2025-01-10,17,S01
4449,SKU016,2025-01-10,8,S02
4450,SKU016,2025-01-10,38,S03
4451,SKU016,2025-01-10,14,S04
4452,SKU016,2025-01-10,28,S05
4453,SKU017,2025-01-10,22,S01
4454,SKU017,2025-01-10,10,S02
4455,SKU017,2025-01-10,19,S03
4456,SKU017,2025-01-10,27,S04
4457,SKU017,2025-01-10,18,S05
4458,SKU018,2025-01-10,31,S01
4459,SKU018,2025-01-10,30,S02
4460,SKU018,2025-01-10,29,S03
4461,SKU018,2025-01-10,15,S04
4462,SKU018,2025-01-10,9,S05
4463,SKU019,2025-01-10,13,S01
4464,SKU019,2025-01-10,21,S02
4465,SKU019,2025-01-10,25,S03
4466,SKU019,2025-01-10,19,S05
4467,SKU020,2025-01-10,21,S01
4468,SKU020,2025-01-10,17,S02
4469,SKU020,2025-01-10,32,S03
4470,SKU020,2025-01-10,24,S04
4471,SKU020,2025-01-10,33,S05
4472,SKU021,2025-01-10,17,S01
4473,SKU021,2025-01-10,29,S02
4474,SKU021,2025-01-10,36,S03
4475,SKU021,2025-01-10,33,S04
4476,SKU021,2025-01-10,9,S05
4477,SKU022,2025-01-10,17,S01
4478,SKU022,2025-01-10,16,S02
4479,SKU022,2025-01-10,24,S03
4480,SKU022,2025-01-10,26,S04
4481,SKU022,2025-01-10,11,S05
4482,SKU023,2025-01-10,20,S01
4483,SKU023,2025-01-10,34,S03
4484,SKU023,2025-01-10,14,S04
4485,SKU023,2025-01-10,20,S05
4486,SKU024,2025-01-10,16,S01
4487,SKU024,2025-01-10,31,S02
4488,SKU024,2025-01-10,19,S04
4489,SKU024,2025-01-10,18,S05
4490,SKU025,2025-01-10,15,S01
4491,SKU025,2025-01-10,37,S02
4492,SKU025,2025-01-10,11,S03
4493,SKU025,2025-01-10,27,S04
4494,SKU025,2025-01-10,23,S05
4495,SKU026,2025-01-10,32,S01
4496,SKU026,2025-01-10,13,S02
4497,SKU026,2025-01-10,12,S03
4498,SKU026,2025-01-10,30,S04
4499,SKU026,2025-01-10,24,S05
4500,SKU027,2025-01-10,4,S01
4501,SKU027,2025-01-10,14,S02
4502,SKU027,2025-01-10,23,S03
4503,SKU027,2025-01-10,28,S04
4504,SKU027,2025-01-10,13,S05
4505,SKU028,2025-01-10,25,S02
4506,SKU028,2025-01-10,7,S03
4507,SKU029,2025-01-10,28,S01
4508,SKU029,2025-01-10,21,S02
4509,SKU029,2025-01-10,17,S03
4510,SKU029,2025-01-10,33,S04
4511,SKU029,2025-01-10,26,S05
4512,SKU030,2025-01-10,36,S01
4513,SKU030,2025-01-10,6,S02
4514,SKU030,2025-01-10,19,S03
4515,SKU030,2025-01-10,3,S04
4516,SKU030,2025-01-10,17,S05
4517,SKU031,2025-01-10,17,S01
4518,SKU031,2025-01-10,26,S02
4519,SKU031,2025-01-10,20,S03
4520,SKU031,2025-01-10,26,S04
4521,SKU031,2025-01-10,27,S05
4522,SKU032,2025-01-10,41,S01
4523,SKU032,2025-01-10,16,S02
4524,SKU032,2025-01-10,10,S03
4525,SKU032,2025-01-10,22,S04
4526,SKU032,2025-01-10,11,S05
4527,SKU033,2025-01-10,34,S01
4528,SKU033,2025-01-10,17,S02
4529,SKU033,2025-01-10,14,S03
4530,SKU033,2025-01-10,15,S04
4531,SKU033,2025-01-10,27,S05
4532,SKU034,2025-01-10,18,S01
4533,SKU034,2025-01-10,13,S02
4534,SKU034,2025-01-10,36,S03
4535,SKU034,2025-01-10,11,S04
4536,SKU034,2025-01-10,20,S05
4537,SKU035,2025-01-10,26,S01
4538,SKU035,2025-01-10,3,S02
4539,SKU035,2025-01-10,24,S03
4540,SKU035,2025-01-10,9,S04
4541,SKU035,2025-01-10,28,S05
4542,SKU036,2025-01-10,10,S01
4543,SKU036,2025-01-10,26,S02
4544,SKU036,2025-01-10,31,S03
4545,SKU036,2025-01-10,28,S04
4546,SKU036,2025-01-10,22,S05
4547,SKU037,2025-01-10,17,S01
4548,SKU037,2025-01-10,14,S02
4549,SKU037,2025-01-10,34,S03
4550,SKU037,2025-01-10,13,S04
4551,SKU037,2025-01-10,9,S05
4552,SKU038,2025-01-10,26,S01
4553,SKU038,2025-01-10,12,S02
4554,SKU038,2025-01-10,10,S03
4555,SKU038,2025-01-10,5,S04
4556,SKU038,2025-01-10,15,S05
4557,SKU039,2025-01-10,19,S01
4558,SKU039,2025-01-10,22,S02
4559,SKU039,2025-01-10,29,S03
4560,SKU039,2025-01-10,25,S04
4561,SKU039,2025-01-10,18,S05
4562,SKU040,2025-01-10,18,S01
4563,SKU040,2025-01-10,25,S02
4564,SKU040,2025-01-10,32,S03
4565,SKU040,2025-01-10,21,S04
4566,SKU040,2025-01-10,15,S05
4567,SKU041,2025-01-10,10,S01
4568,SKU041,2025-01-10,5,S02
4569,SKU041,2025-01-10,26,S03
4570,SKU041,2025-01-10,25,S04
4571,SKU041,2025-01-10,25,S05
4572,SKU042,2025-01-10,18,S01
4573,SKU042,2025-01-10,34,S02
4574,SKU042,2025-01-10,15,S03
4575,SKU042,2025-01-10,29,S04
4576,SKU042,2025-01-10,19,S05
4577,SKU043,2025-01-10,13,S01
4578,SKU043,2025-01-10,25,S02
4579,SKU043,2025-01-10,24,S03
4580,SKU043,2025-01-10,23,S04
4581,SKU043,2025-01-10,20,S05
4582,SKU044,2025-01-10,19,S01
4583,SKU044,2025-01-10,43,S02
4584,SKU044,2025-01-10,31,S03
4585,SKU044,2025-01-10,27,S04
4586,SKU044,2025-01-10,21,S05
4587,SKU045,2025-01-10,30,S01
4588,SKU045,2025-01-10,25,S02
4589,SKU045,2025-01-10,20,S03
4590,SKU045,2025-01-10,16,S04
4591,SKU045,2025-01-10,19,S05
4592,SKU046,2025-01-10,22,S02
4593,SKU046,2025-01-10,15,S03
4594,SKU046,2025-01-10,35,S04
4595,SKU046,2025-01-10,20,S05
4596,SKU047,2025-01-10,8,S01
4597,SKU047,2025-01-10,19,S02
4598,SKU047,2025-01-10,9,S03
4599,SKU047,2025-01-10,24,S04
4600,SKU047,2025-01-10,22,S05
4601,SKU048,2025-01-10,29,S01
4602,SKU048,2025-01-10,12,S02
4603,SKU048,2025-01-10,20,S03
4604,SKU048,2025-01-10,6,S04
4605,SKU048,2025-01-10,27,S05
4606,SKU049,2025-01-10,25,S01
4607,SKU049,2025-01-10,24,S02
4608,SKU049,2025-01-10,20,S03
4609,SKU049,2025-01-10,24,S04
4610,SKU049,2025-01-10,36,S05
4611,SKU050,2025-01-10,17,S01
4612,SKU050,2025-01-10,21,S02
4613,SKU050,2025-01-10,9,S03
4614,SKU050,2025-01-10,11,S04
4615,SKU050,2025-01-10,20,S05
4616,SKU051,2025-01-10,31,S01
4617,SKU051,2025-01-10,17,S02
4618,SKU051,2025-01-10,17,S03
4619,SKU051,2025-01-10,15,S04
4620,SKU051,2025-01-10,14,S05
4621,SKU052,2025-01-10,22,S01
4622,SKU052,2025-01-10,5,S02
4623,SKU052,2025-01-10,32,S03
4624,SKU052,2025-01-10,13,S04
4625,SKU052,2025-01-10,27,S05
4626,SKU053,2025-01-10,7,S01
4627,SKU053,2025-01-10,26,S02
4628,SKU053,2025-01-10,26,S03
4629,SKU053,2025-01-10,23,S04
4630,SKU053,2025-01-10,10,S05
4631,SKU054,2025-01-10,22,S01
4632,SKU054,2025-01-10,8,S02
4633,SKU054,2025-01-10,17,S03
4634,SKU054,2025-01-10,30,S04
4635,SKU054,2025-01-10,27,S05
4636,SKU055,2025-01-10,20,S01
4637,SKU055,2025-01-10,10,S02
4638,SKU055,2025-01-10,26,S03
4639,SKU055,2025-01-10,20,S04
4640,SKU056,2025-01-10,27,S01
4641,SKU056,2025-01-10,19,S02
4642,SKU056,2025-01-10,32,S03
4643,SKU056,2025-01-10,9,S04
4644,SKU057,2025-01-10,22,S01
4645,SKU057,2025-01-10,22,S02
4646,SKU057,2025-01-10,3,S03
4647,SKU057,2025-01-10,10,S04
4648,SKU057,2025-01-10,47,S05
4649,SKU058,2025-01-10,16,S01
4650,SKU058,2025-01-10,27,S02
4651,SKU058,2025-01-10,13,S03
4652,SKU058,2025-01-10,18,S05
4653,SKU059,2025-01-10,17,S01
4654,SKU059,2025-01-10,16,S02
4655,SKU059,2025-01-10,18,S03
4656,SKU059,2025-01-10,22,S04
4657,SKU059,2025-01-10,18,S05
4658,SKU060,2025-01-10,7,S01
4659,SKU060,2025-01-10,24,S02
4660,SKU060,2025-01-10,27,S05
4661,SKU061,2025-01-10,25,S01
4662,SKU061,2025-01-10,19,S02
4663,SKU061,2025-01-10,6,S03
4664,SKU061,2025-01-10,12,S04
4665,SKU061,2025-01-10,17,S05
4666,SKU062,2025-01-10,4,S01
4667,SKU062,2025-01-10,12,S02
4668,SKU062,2025-01-10,26,S03
4669,SKU062,2025-01-10,34,S04
4670,SKU062,2025-01-10,15,S05
4671,SKU063,2025-01-10,27,S01
4672,SKU063,2025-01-10,26,S03
4673,SKU063,2025-01-10,11,S04
4674,SKU063,2025-01-10,23,S05
4675,SKU064,2025-01-10,17,S01
4676,SKU064,2025-01-10,33,S02
4677,SKU064,2025-01-10,11,S03
4678,SKU064,2025-01-10,26,S04
4679,SKU064,2025-01-10,17,S05
4680,SKU065,2025-01-10,18,S01
4681,SKU065,2025-01-10,18,S02
4682,SKU065,2025-01-10,11,S03
4683,SKU065,2025-01-10,19,S04
4684,SKU065,2025-01-10,19,S05
4685,SKU066,2025-01-10,22,S01
4686,SKU066,2025-01-10,20,S02
4687,SKU066,2025-01-10,27,S03
4688,SKU066,2025-01-10,29,S04
4689,SKU066,2025-01-10,9,S05
4690,SKU067,2025-01-10,28,S01
4691,SKU067,2025-01-10,8,S02
4692,SKU067,2025-01-10,25,S03
4693,SKU067,2025-01-10,26,S04
4694,SKU068,2025-01-10,20,S01
4695,SKU068,2025-01-10,15,S02
4696,SKU068,2025-01-10,12,S03
4697,SKU068,2025-01-10,33,S04
4698,SKU068,2025-01-10,13,S05
4699,SKU069,2025-01-10,11,S01
4700,SKU069,2025-01-10,20,S02
4701,SKU069,2025-01-10,26,S03
4702,SKU069,2025-01-10,18,S04
4703,SKU069,2025-01-10,31,S05
4704,SKU070,2025-01-10,25,S01
4705,SKU070,2025-01-10,14,S03
4706,SKU070,2025-01-10,14,S04
4707,SKU070,2025-01-10,24,S05
4708,SKU071,2025-01-10,45,S02
4709,SKU071,2025-01-10,25,S03
4710,SKU071,2025-01-10,21,S04
4711,SKU071,2025-01-10,31,S05
4712,SKU072,2025-01-10,43,S01
4713,SKU072,2025-01-10,28,S02
4714,SKU072,2025-01-10,29,S03
4715,SKU072,2025-01-10,21,S04
4716,SKU072,2025-01-10,18,S05
4717,SKU073,2025-01-10,15,S01
4718,SKU073,2025-01-10,11,S02
4719,SKU073,2025-01-10,13,S03
4720,SKU073,2025-01-10,6,S04
4721,SKU073,2025-01-10,19,S05
4722,SKU074,2025-01-10,3,S01
4723,SKU074,2025-01-10,21,S02
4724,SKU074,2025-01-10,19,S03
4725,SKU074,2025-01-10,21,S04
4726,SKU074,2025-01-10,14,S05
4727,SKU075,2025-01-10,50,S01
4728,SKU075,2025-01-10,33,S02
4729,SKU075,2025-01-10,7,S03
4730,SKU075,2025-01-10,22,S04
4731,SKU075,2025-01-10,13,S05
4732,SKU076,2025-01-10,9,S01
4733,SKU076,2025-01-10,6,S02
4734,SKU076,2025-01-10,24,S03
4735,SKU076,2025-01-10,13,S04
4736,SKU076,2025-01-10,29,S05
4737,SKU077,2025-01-10,29,S01
4738,SKU077,2025-01-10,33,S02
4739,SKU077,2025-01-10,11,S03
4740,SKU077,2025-01-10,24,S04
4741,SKU077,2025-01-10,26,S05
4742,SKU078,2025-01-10,15,S01
4743,SKU078,2025-01-10,12,S02
4744,SKU078,2025-01-10,36,S03
4745,SKU078,2025-01-10,22,S04
4746,SKU078,2025-01-10,26,S05
4747,SKU079,2025-01-10,11,S01
4748,SKU079,2025-01-10,7,S02
4749,SKU079,2025-01-10,14,S03
4750,SKU079,2025-01-10,18,S04
4751,SKU079,2025-01-10,9,S05
4752,SKU080,2025-01-10,19,S01
4753,SKU080,2025-01-10,3,S02
4754,SKU080,2025-01-10,8,S03
4755,SKU080,2025-01-10,26,S04
4756,SKU080,2025-01-10,26,S05
4757,SKU081,2025-01-10,16,S01
4758,SKU081,2025-01-10,9,S02
4759,SKU081,2025-01-10,9,S03
4760,SKU081,2025-01-10,16,S04
4761,SKU081,2025-01-10,26,S05
4762,SKU082,2025-01-10,29,S01
4763,SKU082,2025-01-10,15,S02
4764,SKU082,2025-01-10,8,S03
4765,SKU082,2025-01-10,22,S04
4766,SKU082,2025-01-10,11,S05
4767,SKU083,2025-01-10,14,S01
4768,SKU083,2025-01-10,33,S02
4769,SKU083,2025-01-10,28,S03
4770,SKU083,2025-01-10,21,S04
4771,SKU083,2025-01-10,7,S05
4772,SKU084,2025-01-10,22,S01
4773,SKU084,2025-01-10,30,S02
4774,SKU084,2025-01-10,16,S03
4775,SKU084,2025-01-10,33,S04
4776,SKU084,2025-01-10,32,S05
4777,SKU085,2025-01-10,36,S01
4778,SKU085,2025-01-10,23,S02
4779,SKU085,2025-01-10,25,S03
4780,SKU085,2025-01-10,34,S04
4781,SKU085,2025-01-10,24,S05
4782,SKU086,2025-01-10,14,S01
4783,SKU086,2025-01-10,15,S02
4784,SKU086,2025-01-10,22,S03
4785,SKU086,2025-01-10,7,S04
4786,SKU086,2025-01-10,18,S05
4787,SKU087,2025-01-10,30,S01
4788,SKU087,2025-01-10,35,S03
4789,SKU087,2025-01-10,31,S04
4790,SKU087,2025-01-10,15,S05
4791,SKU088,2025-01-10,25,S01
4792,SKU088,2025-01-10,20,S02
4793,SKU088,2025-01-10,32,S03
4794,SKU088,2025-01-10,29,S04
4795,SKU088,2025-01-10,5,S05
4796,SKU089,2025-01-10,25,S01
4797,SKU089,2025-01-10,17,S02
4798,SKU089,2025-01-10,20,S03
4799,SKU089,2025-01-10,12,S04
4800,SKU089,2025-01-10,37,S05
4801,SKU090,2025-01-10,30,S01
4802,SKU090,2025-01-10,12,S02
4803,SKU090,2025-01-10,6,S03
4804,SKU090,2025-01-10,16,S04
4805,SKU090,2025-01-10,24,S05
4806,SKU091,2025-01-10,22,S01
4807,SKU091,2025-01-10,32,S02
4808,SKU091,2025-01-10,27,S03
4809,SKU091,2025-01-10,29,S04
4810,SKU091,2025-01-10,23,S05
4811,SKU092,2025-01-10,6,S01
